Center,CAReportName,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Mo. Bdgt Var May 2025,Mo. Bdgt May 2025,YTD May 2025,YTD Bdgt May 2025,YTD May 2024
2015-001 Shawnee GI,7421-0000 Insurance malpractice,-531.52,4039.13,1358.87,1358.87,1358.87,1358.87,1358.87,0.00,1376.11,2734.98,6794.35,13674.88,2659.30
2015-001 Shawnee GI,7422-0000 Insurance other,4312.68,1208.23,423.21,423.21,423.21,423.21,423.21,0.00,647.62,1070.83,2116.05,5354.15,3961.61
2015-001 Shawnee GI,7431-0000 Utilities,208.84,577.21,577.21,577.21,578.24,8698.59,-2700.00,0.00,3443.66,743.66,7731.25,3718.30,3429.21
2015-001 Shawnee GI,7501-0000 Property tax,246.63,267.81,246.00,250.80,248.40,248.40,248.40,0.00,22.85,271.25,1242.00,1356.24,1233.15
2015-001 Shawnee GI,7505-0000 Franchise taxes,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00
2015-001 Shawnee GI,7507-0000 Sales tax,584.94,0.00,762.31,0.00,0.00,998.50,0.00,0.00,315.57,315.57,1760.81,1577.83,2485.95
2015-001 Shawnee GI,7509-0000 Other taxes and licenses,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.70,76.70,0.00,383.48,436.87
2015-001 Shawnee GI,7655-0000 Depreciation moveable equipment,439.09,439.05,439.09,439.07,439.09,506.17,0.00,0.00,439.00,439.00,1823.42,2195.00,27546.15
2015-001 Shawnee GI,8102-0000 Interest income,0.00,-28.60,0.00,0.00,-13.56,0.00,0.00,0.00,0.00,0.00,-13.56,0.00,-54.14
2015-001 Shawnee GI,8102-1202 Interest income - Anesthesia only,-0.26,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.20
2015-001 Shawnee GI,8109-0000 Misc net revenues,0.00,0.00,0.00,0.00,-44.04,0.00,0.00,0.00,-6.32,-6.32,-44.04,-31.59,-58.24
2015-001 Shawnee GI,8143-0000 Misc other income,-6.08,-102.71,-207.13,-128.56,-33.47,-67.94,76.19,0.00,93.15,-16.96,-360.91,-84.80,0.00
2015-001 Shawnee GI,8211-0000 Interest expense debt,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2015-001 Shawnee GI,8212-0000 Interest expense capital lease,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.71
2015-001 Shawnee GI,R101-6001 GI procedures,354.00,365.00,329.00,332.00,264.00,397.00,-50.00,0.00,-386.77,336.77,1272.00,1667.14,1906.00
2015-001 Shawnee GI,S005-0000 Working days in the month,19.00,20.00,22.00,20.00,21.00,22.00,0.00,0.00,0.00,0.00,85.00,0.00,108.00
2015-001 Shawnee GI,S101-0000 GI cases,241.00,255.00,239.00,229.00,199.00,285.00,-38.00,0.00,-276.84,238.84,914.00,1182.37,1287.00
2018-001 Knoxville Eye,1111-1102 Depository - Refund disbursement,0.00,-6839.24,-9292.30,51.77,-177.60,-829.60,0.00,0.00,0.00,0.00,-10247.73,0.00,-9187.17
2018-001 Knoxville Eye,1111-1105 Depository - Non capitated collection,528593.60,587240.60,385897.76,471267.54,618311.95,407123.09,0.00,0.00,0.00,0.00,1882600.34,0.00,2055450.62
2018-001 Knoxville Eye,1111-1139 Depository - Anesthesia collection,59305.81,64104.25,24127.27,45199.95,58875.22,48953.58,0.00,0.00,0.00,0.00,177156.02,0.00,216394.39
2018-001 Knoxville Eye,1111-1144 Depository - Anesthesia refund disbursement,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.56
2018-001 Knoxville Eye,1111-1147 Depository - Grant collections,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-001 Knoxville Eye,1131-1102 Disbursements - Refund disbursement,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-001 Knoxville Eye,5312-5303 GP capital current year - Distribution,178551.00,138363.00,79611.00,0.00,108273.00,27948.00,143208.00,0.00,143208.00,0.00,359040.00,0.00,500055.00
2018-001 Knoxville Eye,5322-5303 LP capital current year - Distribution,171549.00,132937.00,76489.00,0.00,104027.00,26852.00,137592.00,0.00,137592.00,0.00,344960.00,0.00,480445.00
2018-001 Knoxville Eye,6103-6001 Ophthalmology revenue cataracts,-1081283.00,-943239.00,-968983.00,-1055407.00,-1073731.00,-1289888.00,54036.00,0.00,-1121810.47,-1067774.47,-4333973.00,-5343194.40,-4811984.46
2018-001 Knoxville Eye,6103-6060 Ophthalmology revenue cataracts - Implants,-5470.00,-5470.00,-16410.00,0.00,-5470.00,-10940.00,0.00,0.00,-5781.53,-5781.53,-32820.00,-28931.26,-33647.06
2018-001 Knoxville Eye,6104-6001 Ophthalmology revenue other,-116748.50,-116426.00,-123705.00,-94805.00,-101672.00,-144021.00,23465.00,0.00,-120511.33,-97046.33,-440738.00,-485627.66,-502625.00
2018-001 Knoxville Eye,6109-6001 General surgery revenue,-266.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-001 Knoxville Eye,6113-6001 Anesthesiology revenue,-213030.00,-189156.00,-209882.02,-162012.58,-197325.49,-232514.82,12326.40,0.00,-225133.46,-212807.06,-789408.51,-1064903.71,-959752.00
2018-001 Knoxville Eye,6131-6001 Ophthalmology revenue YAGS,-254589.00,-228852.00,-222495.00,-197067.00,-197376.00,-148639.00,12714.00,0.00,-192678.41,-179964.41,-752863.00,-900556.42,-825527.00
2018-001 Knoxville Eye,6137-6001 Billable supply premium IOL revenue,-55440.00,-41320.00,-44300.00,-41780.00,-48750.00,-53700.00,2240.00,0.00,-44920.12,-42680.12,-186290.00,-213574.76,-217350.00
2018-001 Knoxville Eye,6142-6001 Glaucoma revenue,-15188.00,-5722.00,-25177.00,-1243.00,-22466.00,-13689.00,0.00,0.00,-32954.18,-32954.18,-62575.00,-164905.35,-118890.00
2018-001 Knoxville Eye,6143-6001 SLT Laser revenue,-3185.00,-1820.00,-1820.00,-3185.00,-3185.00,-5460.00,0.00,0.00,-4120.61,-4120.61,-13650.00,-20619.86,-13650.00
2018-001 Knoxville Eye,6144-6001 Retina revenue,-3002.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1757.74,-1757.74,0.00,-8795.89,-3050.00
2018-001 Knoxville Eye,6203-6001 Contract adj ophthalmology,960931.82,891537.55,914684.28,938553.52,947127.80,1056451.72,0.00,0.00,960106.51,960106.51,3856817.32,4804450.50,4329706.47
2018-001 Knoxville Eye,6213-6001 Contract adj anesthesiology,153707.35,149921.22,156362.10,125699.37,158007.49,169223.54,0.00,0.00,129812.31,129812.31,609292.50,649591.26,718515.25
2018-001 Knoxville Eye,6303-6001 Bad debt exp ophthalmology,4605.51,4028.55,4208.67,4180.46,4357.95,4999.01,0.00,0.00,4283.49,4283.49,17746.09,21434.95,19580.17
2018-001 Knoxville Eye,6313-6001 Bad debt exp anesthesiology,852.12,-3243.38,839.53,648.05,789.30,930.06,0.00,0.00,638.42,638.42,3206.94,3194.71,3839.01
2018-001 Knoxville Eye,7115-0000 Clinical salaries,48959.90,55014.78,55015.91,55407.50,56684.75,58602.18,31989.35,0.00,17147.53,49136.88,257699.69,245400.94,231545.92
2018-001 Knoxville Eye,7116-0000 Clinical overtime,516.79,348.83,0.00,176.94,124.87,329.99,429.63,0.00,-429.63,0.00,1061.43,0.00,974.57
2018-001 Knoxville Eye,7117-0000 Administrative support salaries,19616.32,32141.72,36934.29,28506.67,28683.24,7619.41,-420.90,0.00,19603.59,19182.69,101322.71,94173.29,121873.37
2018-001 Knoxville Eye,7129-0000 Accrued compensation,8197.41,18676.52,8794.22,5524.87,4719.41,5524.87,5524.87,0.00,-1114.64,4410.23,30088.24,22051.17,31408.41
2018-001 Knoxville Eye,7141-0000 FICA,5119.19,6395.73,6631.58,8419.39,6144.65,4845.92,2999.72,0.00,2170.09,5169.81,29041.26,28059.07,28039.12
2018-001 Knoxville Eye,7143-0000 Federal unemployment,23.91,230.84,346.94,170.82,42.02,6.15,9.34,0.00,96.56,105.90,575.27,574.33,509.24
2018-001 Knoxville Eye,7145-0000 State unemployment,6.74,68.87,102.86,40.86,11.91,1.75,2.63,0.00,103.27,105.90,160.01,574.33,83.35
2018-001 Knoxville Eye,7161-0000 Pension,2090.08,2065.46,2068.32,1861.17,1820.49,1877.39,1014.52,0.00,-3.30,1011.22,8641.89,5056.12,1572.01
2018-001 Knoxville Eye,7163-0000 Employee insurance,6988.76,7053.19,8603.73,8739.48,8985.62,9543.25,-1484.60,0.00,8949.68,7465.08,34387.48,37325.41,37454.61
2018-001 Knoxville Eye,7165-0000 Workers compensation,600.67,545.76,545.72,545.76,545.76,545.76,545.76,0.00,-103.40,442.36,2728.76,2211.82,2801.57
2018-001 Knoxville Eye,7201-0000 Medical supplies actual,46496.85,23726.71,66187.33,44350.87,44053.67,58431.38,11103.32,0.00,41187.16,52290.48,224126.57,261665.76,226117.37
2018-001 Knoxville Eye,7203-0000 Medical supplies accrual,2755.00,15170.00,-13170.00,-6000.00,1500.00,6278.00,-8778.00,0.00,8778.00,0.00,-20170.00,0.00,-7302.00
2018-001 Knoxville Eye,7205-0000 Prescription drugs actual,7341.56,4208.01,14540.71,2963.49,7155.03,13378.20,3592.83,0.00,3044.42,6637.25,41630.26,33213.35,34718.05
2018-001 Knoxville Eye,7207-0000 Prescription drugs accrual,1495.00,1005.00,-2500.00,4400.00,-4400.00,-316.00,-184.00,0.00,184.00,0.00,-3000.00,0.00,400.00
2018-001 Knoxville Eye,7209-7005 Implants actual - IOL,22734.38,29770.39,36585.20,15463.70,34000.14,29513.57,10503.02,0.00,15470.06,25973.08,126065.63,129971.40,121733.14
2018-001 Knoxville Eye,7209-7006 Implants actual - Ophthalmology,12307.88,6017.00,4691.12,10534.00,10044.67,4742.64,6287.96,0.00,-500.67,5787.29,36300.39,28960.08,30941.63
2018-001 Knoxville Eye,7217-0000 Transplanted tissue actual,5470.00,5470.00,16410.00,0.00,10940.00,5470.00,0.00,0.00,7780.56,7780.56,32820.00,38902.80,38140.00
2018-001 Knoxville Eye,7223-0000 Corporate rebate program,-635.89,-3376.05,-230.71,-232.33,-517.76,-1348.82,0.00,0.00,-2079.71,-2079.71,-2329.62,-10406.58,-5655.16
2018-001 Knoxville Eye,7225-0000 Billable supplies,52678.88,32695.51,174634.84,50816.58,55469.94,49946.88,19174.58,0.00,20141.01,39315.59,350042.82,196738.37,193173.96
2018-001 Knoxville Eye,7301-0000 Linen service,2191.12,821.67,1643.34,821.67,1368.78,1370.12,273.89,0.00,955.51,1229.40,5477.80,6147.00,5705.32
2018-001 Knoxville Eye,7303-0000 Cleaning service,2304.84,1739.52,1706.41,2520.51,1444.48,2039.76,1381.00,0.00,443.75,1824.75,9092.16,9123.77,8476.01
2018-001 Knoxville Eye,7305-0000 Medical waste,675.24,670.28,672.76,672.76,672.76,672.76,0.00,0.00,842.68,842.68,2691.04,4213.41,3770.18
2018-001 Knoxville Eye,7306-0000 Medical specialist fee,2250.00,2250.00,2250.00,2250.00,2250.00,2250.00,-6750.00,0.00,9000.00,2250.00,2250.00,11250.00,11250.00
2018-001 Knoxville Eye,7307-0000 Transcription service,13.31,0.00,8.14,8.25,0.00,0.00,0.00,0.00,0.00,0.00,16.39,0.00,29.59
2018-001 Knoxville Eye,7309-0000 Billing service,11705.81,12944.63,8709.48,10652.07,14151.54,9166.48,0.00,0.00,10512.13,10512.13,42679.57,52602.87,45883.93
2018-001 Knoxville Eye,7309-7001 Billing service - Anesthesiology,1308.85,1442.35,542.86,1017.00,1324.70,1101.45,0.00,0.00,1870.16,1870.16,3986.01,9358.29,4842.80
2018-001 Knoxville Eye,7313-0000 Legal fees,0.00,0.00,80.00,0.00,713.74,0.00,0.00,0.00,0.00,0.00,793.74,0.00,0.00
2018-001 Knoxville Eye,7321-0000 Collection fees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,221.44,221.44,0.00,1107.20,1512.48
2018-001 Knoxville Eye,7322-0000 Contracted Anesthesia Services,0.00,0.00,25560.00,23343.75,27663.75,29476.75,15943.50,0.00,8658.79,24602.29,121987.75,129162.02,0.00
2018-001 Knoxville Eye,7323-0000 Contract services,4928.56,4655.82,3323.33,5111.13,2722.98,7252.88,-2282.73,0.00,5897.10,3614.37,16127.59,18071.85,18691.65
2018-001 Knoxville Eye,7323-7001 Contract services - Anesthesiology,23233.75,20902.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118234.40
2018-001 Knoxville Eye,7327-0000 Uniform allowance,0.00,0.00,346.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,346.75,0.00,0.00
2018-001 Knoxville Eye,7329-0000 Patient transportation,371.89,237.29,300.00,-107.41,86.39,196.85,-197.31,0.00,675.86,478.55,278.52,2392.75,1839.61
2018-001 Knoxville Eye,7331-0000 GP travel,0.00,0.00,579.18,0.00,0.00,49.00,0.00,0.00,99.03,99.03,628.18,495.15,673.02
2018-001 Knoxville Eye,7333-0000 LP travel,454.72,1168.33,0.00,0.00,0.00,0.00,0.00,0.00,45.30,45.30,0.00,226.51,275.88
2018-001 Knoxville Eye,7337-0000 Business meals and entertainment,707.09,769.23,41.60,182.04,0.00,114.85,-114.85,0.00,314.89,200.04,223.64,1000.19,710.59
2018-001 Knoxville Eye,7338-0000 Facility food and beverage,1434.18,1082.27,639.05,934.45,417.89,501.23,-501.23,0.00,1091.46,590.23,1991.39,2951.16,1882.30
2018-001 Knoxville Eye,7339-0000 Office supplies,1584.04,549.73,2002.41,1315.08,754.03,1688.65,-117.79,0.00,1246.94,1129.15,5642.38,5645.75,5230.65
2018-001 Knoxville Eye,7341-0000 Postage,0.00,14.60,0.00,0.00,0.00,0.00,0.00,0.00,2.41,2.41,0.00,12.05,0.00
2018-001 Knoxville Eye,7343-0000 Express delivery,20.04,385.80,106.10,44.56,44.99,123.45,9.75,0.00,368.54,378.29,328.85,1891.45,1210.46
2018-001 Knoxville Eye,7347-0000 Telephone,50.00,50.00,50.00,50.00,50.00,17320.06,-2156.41,0.00,2206.41,50.00,15313.65,250.00,250.00
2018-001 Knoxville Eye,7349-0000 Dues and subscriptions,262.07,550.00,0.00,240.00,2000.00,80.00,0.00,0.00,196.87,196.87,2320.00,984.35,-75.00
2018-001 Knoxville Eye,7351-0000 Meetings and conferences,0.00,3171.73,0.00,0.00,0.00,195.00,0.00,0.00,6.67,6.67,195.00,33.35,0.00
2018-001 Knoxville Eye,7355-0000 Maintenance other,4611.70,3392.19,3170.68,3238.35,6799.86,2069.83,2420.66,0.00,290.45,2711.11,17699.38,13555.55,13897.76
2018-001 Knoxville Eye,7356-0000 Software maintenance contracts,-303.95,2150.63,1338.48,796.78,3293.35,-706.06,1731.78,0.00,-638.03,1093.75,6454.33,5468.76,5500.47
2018-001 Knoxville Eye,7357-0000 Advertising,1800.16,5792.68,3594.33,5.99,1212.67,-148.57,-1178.81,0.00,3280.90,2102.09,3485.61,10510.47,10841.78
2018-001 Knoxville Eye,7363-0000 Employee recruiting cost,0.00,31.35,48.20,0.00,0.00,0.00,0.00,0.00,5.09,5.09,48.20,25.45,0.00
2018-001 Knoxville Eye,7369-0000 Other operating expense,3448.87,5084.56,4606.57,3222.57,1928.85,3183.82,-233.18,0.00,2879.96,2646.78,12708.63,13233.90,11728.71
2018-001 Knoxville Eye,7370-0000 Minor equipment expense,0.00,0.00,0.00,4393.63,1651.67,3722.73,-647.94,0.00,1522.28,874.34,9120.09,4371.70,5161.18
2018-001 Knoxville Eye,7371-0000 Accreditation fee,161.82,161.83,161.78,161.83,161.83,161.83,161.83,0.00,0.00,161.83,809.10,809.15,1665.20
2018-001 Knoxville Eye,7411-0000 Rent building,-41.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-001 Knoxville Eye,7412-0000 Rent equipment,49.68,945.98,1027.69,344.17,-259.47,560.45,227.41,0.00,396.77,624.18,1900.25,3120.90,2189.81
2018-001 Knoxville Eye,7415-0000 CAM,0.00,0.00,0.00,38331.32,6076.52,0.00,3038.26,0.00,-3038.26,0.00,47446.10,0.00,0.00
2018-001 Knoxville Eye,7416-0000 Lease level expense,6508.96,6508.96,6890.85,15047.22,6345.79,-6610.93,6362.27,0.00,146.65,6508.92,28035.20,32544.68,32544.80
2018-001 Knoxville Eye,7421-0000 Insurance malpractice,437.63,2212.98,1078.04,1078.04,1078.04,1078.04,1078.04,0.00,-266.30,811.74,5390.20,4058.68,2727.71
2018-001 Knoxville Eye,7422-0000 Insurance other,4216.71,1962.89,1099.41,1099.43,1099.43,1099.43,1099.43,0.00,417.17,1516.60,5497.13,7583.01,4704.51
2018-001 Knoxville Eye,7431-0000 Utilities,2061.14,1981.53,2176.69,1891.59,1813.82,1843.14,0.00,0.00,1539.67,1539.67,7725.24,8443.26,8173.04
2018-001 Knoxville Eye,7501-0000 Property tax,488.96,488.96,488.96,-1517.31,321.27,-12.61,321.77,0.00,216.05,537.82,-397.92,2689.08,2077.80
2018-001 Knoxville Eye,7505-0000 Franchise taxes,494.76,223.64,89.37,196.11,196.11,319.37,200.24,0.00,3.69,203.93,1001.20,1019.65,1019.65
2018-001 Knoxville Eye,7507-0000 Sales tax,1065.00,0.00,448.00,0.00,0.00,909.00,0.00,0.00,151.00,151.00,1357.00,754.98,625.00
2018-001 Knoxville Eye,7509-0000 Other taxes and licenses,0.00,0.00,0.00,475.00,0.00,1404.00,0.00,0.00,92.51,92.51,1879.00,462.57,576.87
2018-001 Knoxville Eye,7654-0000 Depreciation leasehold improvements,844.43,844.40,844.41,1204.89,1137.77,437.55,0.00,0.00,0.00,0.00,3624.62,19638.00,4222.05
2018-001 Knoxville Eye,7655-0000 Depreciation moveable equipment,4059.34,4059.20,4059.24,4059.21,4059.28,4059.22,0.00,0.00,5075.67,5075.67,16236.95,22145.00,20247.42
2018-001 Knoxville Eye,7912-7011 State income taxes - GP allocation,9217.36,5689.02,1354.69,4379.63,6020.65,10799.38,0.00,0.00,8791.57,8791.57,22554.35,43172.88,32483.40
2018-001 Knoxville Eye,7912-7012 State income taxes - LP allocation,8855.89,5465.92,1301.56,4207.88,5784.55,10375.87,0.00,0.00,8446.80,8446.80,21669.86,41479.83,31209.54
2018-001 Knoxville Eye,8101-0000 Gain on sale of property,0.00,-5500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-001 Knoxville Eye,8102-0000 Interest income,-8.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.84
2018-001 Knoxville Eye,8104-0000 Rental income,24010.00,-2500.00,-9.30,-413.00,-413.00,-413.00,-413.00,0.00,413.00,0.00,-1661.30,0.00,-12500.00
2018-001 Knoxville Eye,8109-0000 Misc net revenues,0.00,-35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71
2018-001 Knoxville Eye,8143-0000 Misc other income,-253.32,-393.90,-88.16,-81.08,-114.82,-74.61,99.55,0.00,250.94,-151.39,-259.12,-756.93,0.00
2018-001 Knoxville Eye,8211-0000 Interest expense debt,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.40
2018-001 Knoxville Eye,8212-0000 Interest expense capital lease,143.05,99.62,33.36,22.31,11.14,0.00,0.00,0.00,0.00,0.00,66.81,66.81,581.75
2018-001 Knoxville Eye,R103-6001 Ophthalmology procedures cataracts,276.00,247.00,255.00,275.00,278.00,345.00,-15.00,0.00,-290.31,275.31,1138.00,1377.68,1254.00
2018-001 Knoxville Eye,R104-6001 Ophthalmology procedures other,53.00,58.00,61.00,46.00,49.00,65.00,-10.00,0.00,-57.34,47.34,211.00,236.89,239.00
2018-001 Knoxville Eye,R109-6001 General surgery procedures,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-001 Knoxville Eye,R131-6001 Ophthalmology procedures YAGs,121.00,108.00,105.00,97.00,94.00,71.00,-6.00,0.00,-91.78,85.78,361.00,429.25,395.00
2018-001 Knoxville Eye,R137-6001 Ophthalmology non-standard cataracts,81.00,60.00,59.00,63.00,76.00,78.00,-3.00,0.00,-64.32,61.32,273.00,306.86,327.00
2018-001 Knoxville Eye,R142-6001 Glaucoma procedures,5.00,2.00,8.00,1.00,8.00,6.00,0.00,0.00,-10.70,10.70,23.00,53.56,36.00
2018-001 Knoxville Eye,R143-6001 SLT Laser procedures,7.00,4.00,4.00,7.00,7.00,12.00,0.00,0.00,-9.06,9.06,30.00,45.32,30.00
2018-001 Knoxville Eye,R144-6001 Retina procedures,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.58,0.58,0.00,2.88,1.00
2018-001 Knoxville Eye,S005-0000 Working days in the month,15.00,16.00,17.00,16.00,17.00,18.00,0.00,0.00,0.00,0.00,68.00,0.00,86.00
2018-001 Knoxville Eye,S103-0000 Ophthalmology cases,445.00,429.00,418.00,373.00,490.00,540.00,-29.00,0.00,-462.71,433.71,1792.00,2170.30,1743.00
2001-001 Knoxville GI,Total Procedures,1747.00,1682.00,1576.00,1494.00,1529.00,1526.00,-76.00,0.00,-1686.00,1610.00,6049.00,6917.00,7373.00
2001-002 Knoxville West GI,Total Procedures,556.00,502.00,467.00,554.00,562.00,590.00,-32.00,0.00,-601.00,569.00,2141.00,2815.00,2709.00
2003-001 St Thomas GI,Total Procedures,262.00,283.00,285.00,277.00,290.00,399.00,-115.00,0.00,-431.00,316.00,1136.00,1565.00,1605.00
2003-002 St Thomas Harding Rd GI,Total Procedures,245.00,267.00,257.00,269.00,282.00,347.00,-49.00,0.00,-368.00,319.00,1106.00,1577.00,1316.00
2005-001 Beaumont GI,Total Procedures,1044.00,1145.00,979.00,1112.00,1235.00,1257.00,-261.00,0.00,-1392.00,1131.00,4322.00,5597.00,5437.00
2009-001 Washington DC GI,Total Procedures,467.00,466.00,475.00,465.00,527.00,566.00,0.00,0.00,-537.00,537.00,2033.00,2656.00,2751.00
2011-001 Torrance GI,Total Procedures,1083.00,937.00,994.00,1030.00,1171.00,1178.00,0.00,0.00,-1250.00,1250.00,4373.00,6196.00,5955.00
2013-001 Abilene GI,Total Procedures,233.00,224.00,208.00,226.00,211.00,206.00,-36.00,0.00,-294.00,258.00,815.00,1279.00,1404.00
2015-001 Shawnee GI,Total Procedures,354.00,365.00,329.00,332.00,264.00,397.00,-50.00,0.00,-387.00,337.00,1272.00,1667.00,1906.00
2018-001 Knoxville Eye,Total Procedures,545.00,479.00,492.00,489.00,512.00,577.00,-34.00,0.00,-524.00,490.00,2036.00,2452.00,2282.00
2001-001 Knoxville GI,Total Cases,1441.00,1367.00,1286.00,1374.00,1382.00,1432.00,-62.00,0.00,-1382.00,1320.00,5412.00,5670.00,6082.00
2001-002 Knoxville West GI,Total Cases,450.00,424.00,398.00,490.00,456.00,491.00,-25.00,0.00,-491.00,466.00,1810.00,2307.00,2259.00
2003-001 St Thomas GI,Total Cases,189.00,198.00,209.00,216.00,223.00,292.00,-85.00,0.00,-332.00,247.00,855.00,1222.00,1253.00
2003-002 St Thomas Harding Rd GI,Total Cases,181.00,192.00,189.00,194.00,220.00,258.00,-34.00,0.00,-285.00,251.00,827.00,1242.00,1018.00
2005-001 Beaumont GI,Total Cases,762.00,764.00,717.00,800.00,867.00,881.00,-187.00,0.00,-1050.00,863.00,3078.00,4273.00,3956.00
2009-001 Washington DC GI,Total Cases,403.00,389.00,386.00,383.00,437.00,469.00,0.00,0.00,-455.00,455.00,1675.00,2251.00,2347.00
2011-001 Torrance GI,Total Cases,863.00,735.00,770.00,804.00,878.00,900.00,0.00,0.00,-940.00,940.00,3352.00,4659.00,4519.00
2013-001 Abilene GI,Total Cases,173.00,160.00,153.00,156.00,175.00,170.00,-28.00,0.00,-230.00,202.00,626.00,999.00,1111.00
2015-001 Shawnee GI,Total Cases,241.00,255.00,239.00,229.00,199.00,285.00,-38.00,0.00,-277.00,239.00,914.00,1182.00,1287.00
2018-001 Knoxville Eye,Total Cases,445.00,429.00,418.00,373.00,490.00,540.00,-29.00,0.00,-463.00,434.00,1792.00,2170.00,1743.00
2001-001 Knoxville GI,Compensation Total,369621.00,351848.00,344186.00,307653.00,350076.00,330671.00,-288300.00,0.00,607353.92,319054.00,1044286.00,1459660.00,1544899.00
2001-002 Knoxville West GI,Compensation Total,57567.00,56732.00,54088.00,52148.00,55836.00,52614.00,-41592.00,0.00,101425.16,59833.00,173093.00,300170.00,304452.00
2003-001 St Thomas GI,Compensation Total,69927.00,71545.00,66643.00,58006.00,80938.00,92956.00,-13038.00,0.00,86903.62,73866.00,285505.00,353113.00,303197.00
2003-002 St Thomas Harding Rd GI,Compensation Total,37044.00,38052.00,49388.00,43722.00,55688.00,68254.00,-17662.00,0.00,67701.48,50039.00,199391.00,237795.00,198468.00
2005-001 Beaumont GI,Compensation Total,130767.00,125508.00,125838.00,121123.00,127993.00,141416.00,68897.00,0.00,92390.78,161288.00,585266.00,768550.00,740088.00
2009-001 Washington DC GI,Compensation Total,66758.00,85188.00,82768.00,84973.00,81908.00,107524.00,31964.00,0.00,36321.03,68285.00,389137.00,323076.00,368535.00
2011-001 Torrance GI,Compensation Total,199684.00,306249.00,232002.00,221364.00,237400.00,241308.00,-12752.00,0.00,270468.68,257717.00,919322.00,1304782.00,1155358.00
2013-001 Abilene GI,Compensation Total,26878.00,28820.00,28976.00,21372.00,31620.00,33521.00,-5732.00,0.00,38712.14,32980.00,109758.00,169504.00,179836.00
2015-001 Shawnee GI,Compensation Total,91060.00,103636.00,92474.00,82732.00,82409.00,96236.00,44410.00,0.00,53860.70,98270.00,398260.00,467110.00,463729.00
2018-001 Knoxville Eye,Compensation Total,92120.00,122542.00,119044.00,109393.00,107763.00,88897.00,40610.00,0.00,46419.75,87030.00,465707.00,435426.00,456262.00
2001-001 Knoxville GI,Medical supplies & drugs Total,82751.00,69282.00,78456.00,70017.00,75677.00,79893.00,31902.00,0.00,35337.02,67239.00,335945.00,290253.00,335110.00
2001-002 Knoxville West GI,Medical supplies & drugs Total,27201.00,12023.00,27625.00,22724.00,27110.00,28682.00,8025.00,0.00,20456.33,28481.00,114165.00,141558.00,109946.00
2003-001 St Thomas GI,Medical supplies & drugs Total,3986.00,12159.00,12227.00,6768.00,12631.00,12584.00,1501.00,0.00,7037.32,8538.00,45710.00,42523.00,69603.00
2003-002 St Thomas Harding Rd GI,Medical supplies & drugs Total,9813.00,6897.00,11569.00,8680.00,13044.00,14582.00,-416.00,0.00,12581.91,12166.00,47458.00,60487.00,53020.00
2005-001 Beaumont GI,Medical supplies & drugs Total,35782.00,41856.00,43516.00,38345.00,60394.00,46627.00,28995.00,0.00,17690.57,46686.00,217877.00,232018.00,220878.00
2009-001 Washington DC GI,Medical supplies & drugs Total,14709.00,14648.00,16336.00,17520.00,17400.00,20214.00,-766.00,0.00,18810.44,18045.00,70705.00,89707.00,95745.00
2011-001 Torrance GI,Medical supplies & drugs Total,42223.00,51698.00,42505.00,51839.00,43374.00,47233.00,-1341.00,0.00,64266.49,62925.00,183610.00,313223.00,292123.00
2013-001 Abilene GI,Medical supplies & drugs Total,12274.00,8786.00,5306.00,7691.00,7687.00,10060.00,-1439.00,0.00,9621.32,8183.00,29306.00,40668.00,43010.00
