Field,Excel Value,DataBase Value,Variance,Result,Issue,Sheet,Center,CAReport Name
May 2024,0.54,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 0 - 30 days
May 2024,NULL,133578863.0,,Missing in Excel,Missing in Excel,Facility,,
May 2024,133578863.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 120+ days
May 2024,0.22,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 120+ days
May 2024,NULL,91766918.06,,Missing in Excel,Missing in Excel,Facility,,
May 2024,91766918.06,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 31 - 60 days
May 2024,0.15,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 31 - 60 days
May 2024,NULL,42669617.05,,Missing in Excel,Missing in Excel,Facility,,
May 2024,42669617.05,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 61 - 90 days
May 2024,0.07,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 61 - 90 days
May 2024,NULL,33898266.19,,Missing in Excel,Missing in Excel,Facility,,
May 2024,33898266.19,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 91 - 120 days
May 2024,0.06,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 91 - 120 days
May 2024,NULL,7964.0,,Missing in Excel,Missing in Excel,Facility,,
May 2024,7964.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: A211-0000 Gross days in AR
May 2024,0.28,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Accounts receivable greater than 90 days
May 2024,NULL,601395532.82,,Missing in Excel,Missing in Excel,Facility,,
May 2024,601395532.82,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Accounts receivable per general ledger
May 2024,NULL,143032669.88,,Missing in Excel,Missing in Excel,Facility,,
May 2024,143032669.88,NULL,,Missing in Database,Missing in Database,Facility,,"Facility: Accounts receivable, net"
May 2024,0.05,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Bad debt allowance percentage
May 2024,NULL,-27562513.84,,Missing in Excel,Missing in Excel,Facility,,
May 2024,-27562513.84,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Bad debt allowance
May 2024,-2071592.68,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Bad debt expense - facility
May 2024,NULL,-2071592.68,,Missing in Excel,Missing in Excel,Facility,,
May 2024,0.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Bad debt expense percentage
May 2024,2532976.59,NULL,,Missing in Database,Missing in Database,Facility,,"Facility: Bad debt write-offs, net of recoveries"
May 2024,NULL,2532976.59,,Missing in Excel,Missing in Excel,Facility,,
May 2024,852.86,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Collections per visit and procedure
May 2024,160340026.86,NULL,,Missing in Database,Missing in Database,Facility,,"Facility: Collections, net of refunds"
May 2024,NULL,160340026.86,,Missing in Excel,Missing in Excel,Facility,,
May 2024,0.72,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual adjustment percentage
May 2024,-391225466.46,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual adjustments - facility
May 2024,NULL,-391225466.46,,Missing in Excel,Missing in Excel,Facility,,
May 2024,0.72,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual allowance percentage
May 2024,NULL,-430800349.1,,Missing in Excel,Missing in Excel,Facility,,
May 2024,-430800349.1,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual allowance
May 2024,419353626.22,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual write-offs
May 2024,NULL,419353626.22,,Missing in Excel,Missing in Excel,Facility,,
May 2024,NULL,-26185546.78,,Missing in Excel,Missing in Excel,Facility,,
May 2024,-26185546.78,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Credit balances
May 2024,2902.48,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Gross charge per visit and procedure
May 2024,545674497.1,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Gross charges - facility
May 2024,NULL,545674497.1,,Missing in Excel,Missing in Excel,Facility,,
May 2024,152377437.96,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Net revenue - facility
May 2024,NULL,152377437.96,,Missing in Excel,Missing in Excel,Facility,,
May 2024,810.51,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Net revenue per visit and procedure
May 2024,-0.04,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Non-aged balances
May 2024,-1864842.88,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Reconciling difference
May 2024,-4876913.08,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Refunds - facility
May 2024,NULL,-4876913.08,,Missing in Excel,Missing in Excel,Facility,,
May 2024,NULL,603260375.7,,Missing in Excel,Missing in Excel,Facility,,
May 2024,603260375.7,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total accounts receivable aging
May 2024,0.72,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total adjustment percentage
May 2024,1.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total aging percentage
May 2024,0.76,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total allowance percentage
May 2024,133868.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total cases
May 2024,NULL,133868.0,,Missing in Excel,Missing in Excel,Facility,,
May 2024,183322.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total procedures
May 2024,NULL,183322.0,,Missing in Excel,Missing in Excel,Facility,,
May 2024,421886602.81,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total write-offs
May 2024,NULL,421886602.81,,Missing in Excel,Missing in Excel,Facility,,
May 2024,2381.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Units
May 2024,NULL,2381.0,,Missing in Excel,Missing in Excel,Facility,,
May 2024,4681.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Visits
May 2024,NULL,4681.0,,Missing in Excel,Missing in Excel,Facility,,
May 2024,0.72,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Write-off percentage
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,344583557.17,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,344583557.17,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 0 - 30 days
Jun 2024,0.56,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 0 - 30 days
Jun 2024,NULL,137481206.15,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,137481206.15,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 120+ days
Jun 2024,0.22,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 120+ days
Jun 2024,NULL,83626814.5,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,83626814.5,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 31 - 60 days
Jun 2024,0.14,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 31 - 60 days
Jun 2024,NULL,49407166.73,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,49407166.73,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 61 - 90 days
Jun 2024,0.08,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 61 - 90 days
Jun 2024,NULL,28745458.18,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,28745458.18,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 91 - 120 days
Jun 2024,0.05,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 91 - 120 days
Jun 2024,NULL,8184.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,8184.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: A211-0000 Gross days in AR
Jun 2024,0.27,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Accounts receivable greater than 90 days
Jun 2024,NULL,614972309.3,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,614972309.3,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Accounts receivable per general ledger
Jun 2024,NULL,144880657.97,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,144880657.97,NULL,,Missing in Database,Missing in Database,Facility,,"Facility: Accounts receivable, net"
Jun 2024,0.04,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Bad debt allowance percentage
Jun 2024,NULL,-27435821.56,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,-27435821.56,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Bad debt allowance
Jun 2024,-3070853.12,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Bad debt expense - facility
Jun 2024,NULL,-3070853.12,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,0.01,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Bad debt expense percentage
Jun 2024,3226161.6,NULL,,Missing in Database,Missing in Database,Facility,,"Facility: Bad debt write-offs, net of recoveries"
Jun 2024,NULL,3226161.6,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,591.79,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Collections per visit and procedure
Jun 2024,100497410.76,NULL,,Missing in Database,Missing in Database,Facility,,"Facility: Collections, net of refunds"
Jun 2024,NULL,100497410.76,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,0.71,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual adjustment percentage
Jun 2024,-359107440.68,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual adjustments - facility
Jun 2024,NULL,-359107440.68,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,0.72,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual allowance percentage
Jun 2024,NULL,-442655829.77,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,-442655829.77,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual allowance
Jun 2024,347058795.98,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual write-offs
Jun 2024,NULL,347058795.98,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,-27297522.08,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,-27297522.08,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Credit balances
Jun 2024,2962.98,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Gross charge per visit and procedure
Jun 2024,503173377.03,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Gross charges - facility
Jun 2024,NULL,503173377.03,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,140995083.23,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Net revenue - facility
Jun 2024,NULL,140995083.23,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,830.26,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Net revenue per visit and procedure
Jun 2024,-0.04,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Non-aged balances
Jun 2024,-1574371.35,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Reconciling difference
Jun 2024,-4547399.52,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Refunds - facility
Jun 2024,NULL,-4547399.52,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,616546680.65,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,616546680.65,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total accounts receivable aging
Jun 2024,0.72,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total adjustment percentage
Jun 2024,1.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total aging percentage
Jun 2024,0.76,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total allowance percentage
Jun 2024,122080.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total cases
Jun 2024,NULL,122080.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,166298.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total procedures
Jun 2024,NULL,166298.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,350284957.58,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total write-offs
Jun 2024,NULL,350284957.58,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,1902.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Units
Jun 2024,NULL,1902.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,3522.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Visits
Jun 2024,NULL,3522.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,0.78,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Write-off percentage
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Jul 2024,NULL,329402823.94,,Missing in Excel,Missing in Excel,Facility,,
Jul 2024,329402823.94,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 0 - 30 days
Jul 2024,0.55,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 0 - 30 days
Jul 2024,NULL,139699549.01,,Missing in Excel,Missing in Excel,Facility,,
Jul 2024,139699549.01,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 120+ days
Jul 2024,0.23,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 120+ days
Jul 2024,NULL,77245414.67,,Missing in Excel,Missing in Excel,Facility,,
Jul 2024,77245414.67,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 31 - 60 days
Jul 2024,0.13,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 31 - 60 days
Jul 2024,NULL,45398239.04,,Missing in Excel,Missing in Excel,Facility,,
